,ratings,reviews
729,4,  Baught for 23k.....:)
730,1,  Hot show problem worst of canon Dont By this Product Be care full Ok
731,5,  Best camera for outdoor
732,4,"  Good product i will recommend this for not only beginners but also experienced persons also, nice camera"
733,4,"  Not a Professional type. If you want to learn, how to operate a DSLR camera then this will help you."
734,5,  Good
735,3,  packaging is not so good and they Inculde carry case in bill or product but doesnt provide It
736,4,  I HAVE RECEIVED CANON EOS1500D + 32GB STORAGE CARD+ UV PROTECTOR LENCE = 22600 WITH NO COST EMI ON HDFC BANKI LOVE IT AND HAPPY WITH PRODUCT
737,3,  Nice product but 2 lens are more nice.Single lens doesn't give as much Blurring effect.
738,1,  Product quality is not good I think this product is duplicated
739,5,  Perfect for beginners
740,4,  It’s a really good camera for the beginners in great pricing
741,5,  It's branded model but according to market just rupee in 20000 only
742,4,"  Good product under 30k,and picture quality good"
743,5,  Excellent
744,4,  Product wise good. Don't purchase this product in Amazon. i didn't get cash back. Worst Amazon Service.
745,5,  Nice and very good camera
746,5,  Ok not that great compared to my expectations
747,5,  Fot beginners this was an awesome product and auto focusing too
748,5,  Good for photogarhy not for video
749,5,  My first camera and I'm happy about it. If you want a good camera at low price just close your eyes and go for this.
750,5,  my first dslr and best product for beginners awesome pictures must buy
751,3,  Good for beginners
752,3,  Slow
753,4,  I like this camera for beginers.worthful
754,4,"  Not suitable for video for youtu.be, 200d is better,"
755,1,  Atleast please provide us memory card 😡
756,5,  Good one for beginners
757,5,  Good picture quality. Easy to use.
758,5,  Good option for beginners. Best combination would be a 50mm f1.4 lens.
759,4,  Best dslr for bigginers.
760,5,  Very well product
761,3,  The lens cap for 18 55 lens is jammed and I cannot open it. The camera otherwise is working fine. Dealer please call me if you see my comment.
762,4,  Picture quality and type should be increase..
763,5,"  Just go for it , picture quality is amazing"
764,5,  God camera for biggners
765,5,  This product is best
766,5,  I am very happy to use this product.. Thank you Canon.. Nice Product.
767,5,  Awesome
768,5,  Super dooper camera. With double lens. I m loving to take photos and soon i will become a photographer
769,5,  Awesome product
770,5,  Just go for it
771,5,  Best for beginners.... No dout.. Worth for money... I bought for 19000
772,5,  Best quality picture s
773,5,  Good product delivered within time
774,4,  Nice for bigginers Best DSLR
775,5,  Good for beginners ❤️❤️
776,4,  Good for beginners
777,5,"  Gr8 camera, picture quality is gr8"
778,5,  Good
779,4,  Value for money
780,2,  16GB memory card is missing
781,5,  good clarity
782,4,  This is a entry lavel dslr camera for beginners.Getting  the box with prime lens is the best option.
783,5,  It very good in auto focus and blur background .
784,5,  Good for family photo and beginners. And  good result with 50 mm lens
785,3,"  Auto focus is not working properly, picture quality is good"
786,5,  The best budget camera
787,5,  Nice camera ..awesome features with Reasonble cost
788,1,  Video focusing problem
789,1,  No Memory Card Included
790,5,  Super camera
791,5,  The charger was not working properly. I visited near canon service center their response are was very bad.
792,5,  Best camera for beginnersVery Easy to handleEven good quality pics in night as well
793,5,  Good protect
794,5,  Very nice product and good quality and very nice delivery
795,4,"  Gud camera for beginner, as it is cheap when compare to big daddy like  mirroless camera models"
796,5,"  Good product, have been using in auto mode coz I'm noob."
797,4,  Good
798,5,  Super....
799,4,  It’s worth the amount.
800,5,  Very best choice for beginners..must buy product..canon is always on top
801,3,  Good product.. but didn't receive memory card and bag..
802,5,  Average picture quality but camera is good
803,4,  Value for money
804,5,"  Best Dslr for beginners, good picture quality."
805,4,  Good for lower budget 😊
806,5,  Good for Beginners
807,5,  It's superb product . I like its quality.
808,5,  Its a good product for beginnersAnd at a affordable price
809,4,"  I bought it in21,990 ..  good for beginners"
810,3,  Continuous shoots very slow .no pronama mode..Low light shooting not better..
811,4,  This is my first camera ... picture quality is good even at night
812,4,"  Product is amazing, but video quality is poor due to focusing problems"
813,5,  Best camera
814,5,"  Its product good and looking nice, picture quality super"
815,4,  Good.
816,5,  GOOD PRODUCT
817,5,  Love the camera As a beginner
818,5,  Best canon camera ever😍...spr..tnq
819,5,  Nice camera for beginners really enjoyed using it.
820,4,  Excellent camera fullt satisfied with the product small disappointed No Cables provided in Box
821,5,  Cannon always good
822,4,  good
823,3,  Continuous shoot hangs up camera....
824,5,  Super quality for starting. Buy with tele lens
825,5,  Nice DSLR.. Worth for every penny.. Easy to use.. Amazing pics.. Proud to own it..
826,4,  For beginners
827,4,  Its a good DSLR for beginners. The quality of the bag came with Camera could be better.
828,5,  Nice for begning
829,5,  Good for beginners
830,3,  Good for biginer
831,4,  Good entry level DSLR. Must go for it product
832,4,  Good one
833,1,  Very bad product never purchase
834,5,  Awesome
835,5,  Batary quality no bater and other memory no Suport video quality normal foto quality normal
836,5,  Auto focus and beginners friendly.
837,5,"  Great for beginners, auto focus is making noise and take time to focusPicture quality excelent"
838,5,"  I have purchased this camera and gifted to my daughter, she  is so happy"
839,5,  Nice camera for beginners
840,5,  Good
841,5,  Only one word super
842,4,"  Great camera although slow focus, macro incapable. Good quality."
843,5,  Good camera for beginnersGood packingFast delivery
844,5,  Nice picture quality 😊😊😊😊
845,5,"  Excellent camera, value for money. Blur & sharp images can be captured. Recommend  to buy."
846,5,  Guys buy this camera closing your eyes... The best camera for the beginners👌👌👌
847,4,  It's good quality product and perfect for beginners.
848,1,"  very low quality... don't buy,,,buy nikon dslr or other canon camera but this camera don't buy guys,"
849,4,  Good
850,5,  Best camera for beginners
851,5,  Like that product....Canon 1500D best deal🥰
852,3,  Battery backup is very less and auto focus take too much time and makes sound in videos
853,5,  Nice product and also this is a budget price product I really loved this thanks to Amazon ❤️
854,5,  Good
855,5,  very nice image quality.
856,3,  Focus is gud
857,4,  Budget friendly DSLR!
858,5,  Picture quality is so amazing. And auto focusing is also good. This camera is lit af.
859,4,  Liked the product so much
860,5,  Best product for beginners
861,5,  Thanks a lot!
862,5,  Best camera
863,3,  Good product
864,5,  Best
865,1,"  Flash light complained, major mistake"
866,5,"  Easy to use, beginners can learn photography by using this camera."
867,5,  Great
868,5,  Ok
869,5,"  Worth Full product,,,,Don't think Go for it,,,,,"
870,4,  It's suited for beginners....auto focus mode is not bad....picture quality is reasonable at this price
871,5,  Good.....good enough for beginners...
872,4,  Good product ..
873,5,"  Super camera ,but not having spot metering"
874,4,  Worth product
875,3,  Nice product. I love to shop via amazon.
876,1,  Not good qualityDuplicate product
877,5,  Great for beginners
878,5,  Product is worth it’s cost and easy to handle. Good picture and video quality too.
879,5,  i m SO happy Very nice product thanks amazon
880,5,  Excellant
881,4,  Nice product.
882,4,"  Good entry level camera, go for it. With a little bit if practice you can take good pics."
883,5,  Very good product
884,5,  Good for beginners
885,5,  Good for beginner and pictures quality is too good.BEST camera at this price.
886,5,  Amazing product. Nicely packed.
887,5,"  Amazing equipment for a beginner. Very easy to figure out the settings, even without the guide."
888,4,  Nice product in this price range 👍
889,5,  Awesome camera for beginners worthy for this price
890,5,  Nice product
891,5,  Absolutely awesome
892,3,  Very good camera for begginers.But my Wi-Fi is not working after 20 days only.please tell what to do
893,5,  Good to handle and quality is good
894,5,  Outstanding product .but not buy from Amazon
895,5,  Working good
896,5,  A great product for the beginntes. Best product in the given price range.offers a variety of shooting options
897,5,  Very Nice
898,4,  Autofocus is not good it take more time to focus
899,5,  Osm pictures best for beginner
900,5,  Good Battery backup.
901,5,  Perfect for beginners
902,5,  Good
903,5,  Awesome for beginners.
904,4,  SD card is missing from the package
905,5,  Good one
906,5,  for beginners...
907,1,  Good quality but delevery is wrost Amazon's  very very very wrost
908,1,"  Don’t buy.....,, waste"
909,5,  Very much like
910,5,  Good Quality Product
911,5,  I love this camera.
912,5,  Goood
913,5,  Nice camera for beginners ..more zoom lenses require for creating better blur.
914,4,  Good for initial buyers
915,5,  Good product
916,4,  Nice to handle
917,3,  Pic quality low in night
918,5,  its awesome
919,5,  Wonder product I really like it.
920,5,  Good product for beginners
921,5,  Nice camera.
922,3,  Its ok product good for photography but not product for the price you will be paying
923,5,  Picture quality
924,5,  Good beginner camera
925,5,  Handy to new users. But sometimes auto focus not work properly.
926,5,  It's a super amazing product
927,3,"  Hot shoe problem occurs, external flash doesn't supporting."
928,1,  No memory card
929,5,  Best for the price
930,5,  best camera for biggnersbut the photo quality is not like biggner its just awasome
931,4,  very good above my expectation
932,4,  I bought it for just 22k on freedom offer sale. Worth it ! Happy.. thank u amazon
933,5,  For begainer only
934,5,  This Canon EOS 1500D is very use full for beginners. One of the best camera in a low budget for beginners.
935,5,  Worth of buying it
936,5,  Superb Camera
937,4,  Best
938,5,  Great product and great delivery from amazon
939,5,  Great Product
940,5,  Very good product and easy to use
941,3,  Single superate Button for video shot
942,5,  I like this camera and its good for me.
943,5,  Great camera
944,4,"  It's good for me, I love it"
945,4,  If you're a beginner just go for it.
946,5,  Superb quality
947,5,  Over all experience batter .
948,5,  Great picture quality.... Best for beginners..... Auto focus works very well....... Gives best photos.....
949,5,  Nice product
950,5,  Value for money. Good product.
951,5,  Nice product for Beginners
952,4,  Good quality 👌👌
953,4,  Nicely covered and delivered on time. No defect in the product. Picture quality is great. Thanks to amazon.
954,5,  Would recommend this amazing camera.!!
955,4,  Good for beginners
956,1,  Batrry used
957,5,  Picture quality is good amazing camera for beginners
958,5,  Camera also includes great features like wifi connectivity
959,5,  Its so good in low price
960,5,  Good purchase
961,5,  Good budget DSLR camera
962,5,  Super 👌👌👌
963,5,  User friendly camera
964,5,  Overall in my opinion this is a very good camera for the beginners 👌👌
965,4,"  Good product, worth for money."
966,4,  Nice
967,3,
968,3,  Best price money.. canon 1500DGood picture👌
969,4,  OSSUM EXPERIENCE
970,5,  Good product for beginners
971,5,  Wonderfull camera under 25k
972,4,  Great for beginners
973,5,  Not good enough. What I was thinking
974,5,  received the product with all mentioned accessories and good packaging
975,1,                    The media could not be loaded.                   New product received in open condition
976,3,  External mic is not working in this model... so not good for youtubers and video creators
977,1,  not good
978,1,  Received defective camera. Not happy at all.
979,4,"  Value of purchase, good product"
980,5,  I have purchases it for my extract curicullar activities
981,5,  I like the lenve and packing of camera
982,5,  Overall Camera is best .Best for beginners.But Auto focusing is time consuming.
983,5,  Best Camera For Beginners and for Personal use.. I would buy it for 19k..
984,5,  Only con I noticed so far is no microphone input
985,5,  Wonderful
986,5,  Like as mobile camera
987,5,  It’s very nice product
988,5,  Love the way Amazon packages the products.Well good product.
989,4,  Goud
990,4,  It's good but not easy to use for beginners. Good knowledge is required to operate it.
991,5,
992,5,  Best one to start with....
993,5,  Jesa maine socha tha usse kafi accha hh ye dslr I love this body and lense 😍😍😍😍
994,5,  Best product for beginners in cheap price
995,5,  Loved it!!!
996,5,  Best dslr for beginners
997,5,  Quality poor
998,5,
999,5,  Perfect for new user who are start his carrior
1000,1,  Amazon delivered defective item .So not recommended for anyone
1001,5,  Best one for beginners...
1002,5,  awesome product always canon is best
1003,5,  Amazing camera for start...
1004,5,"  Excellent product.  Best dslr for beginners.  Easy to use, portable, stylish etc"
1005,4,  As per my choice the best camera at its range !!Bought it for 23000 on the summer sale!!
1006,3,  I did not find camera case in delivary .
1007,5,  best price best camera
1008,1,  I have received only lense of this camera so exchange or return it soon as possible
1009,4,  Handling the camera is easy 🙂..
1010,5,  Good
1011,5,  Best quality
1012,4,  its ok product
1013,5,  Supper camera
1014,5,  Good for beginners.
1015,5,  Perfect beginner DSLR camera to Loren photography
1016,2,  3rd class
1017,5,  Good camera
1018,5,  Very good product
1019,5,  Gud
1020,4,  Good and average.But canon 1300D is better than canon 1500D....
1021,5,  Amazing dslr
1022,4,  Nice product for beginnerszzz and beginnerszz can learn lot of functions provided in camera
1023,5,  Everything is fine
1024,5,
1025,1,
1026,3,  Good and don't buy for video recorder
1027,4,  Good product. Easy to learn the tactics of photography. Best for amatures
1028,5,  Shutter makes a lot of noise and the interface should be easy n simple
1029,5,  Best buy for beginners and it's best in it's price segment..worth to buy
1030,3,  Jst osm. I am happy this product. Tnx canon.
1031,4,  Low light performance okk else its wonderful
1032,5,  Value for money
1033,5,"  It's absolutely the perfect camera for beginners out there, from Canon Inc."
1034,5,  Nice Camera Canon best
1035,3,  Good
1036,5,  I really like that
1037,4,"  Nice device for beginners,  Well packaged"
1038,4,  Like
1039,5,  Great product but could've been better. Best camera for beginner photographers.
1040,4,  Good budget camera
1041,5,  Good one
1042,4,  Camera is good in 23k.
1043,5,  Best camera in this range
1044,4,  Good product for good priceThanks Amazon
1045,5,  Awesome DSLR... Quality as expected
1046,5,  this is a good product for this budget and for beginners. liked it so much
1047,4,  May be Price is high
1048,4,  Very nice camera for beginners
1049,5,  Outstanding product..Just what I was looking for.
1050,5,  Amazing camera at this price
1051,5,  It can't be called as a perfect  dslr.But  It is good for beginners.
1052,4,  I want know about EF1 AND EFS which product will be suitable for my Camara.
1053,5,  It is good for beginners 👌🏻👌🏻Insta: @devsmiki_Photography
1054,5,  Nice one easy to use .picture quality is  superb.
1055,5,  The camera is just awesome to use. Just amazing photos. Best for beginners.
1056,5,  Best product at this price.
1057,5,  Good for beginner
1058,4,  Best camera for beginners... Thanks to canon and amazon to full fill my dream ...At lowest price
1059,5,  Liked the product and the delivery was even quicker than expected
1060,5,  Good for beginners
1061,5,  First time i used a dslr but photos look very professional in auto mode.very satisfied.
1062,5,  Good
1063,5,  Wow super camera best for beginners to buy canon 1500d
1064,4,  Nice camera
1065,2,  For begginers very difficult
1066,5,  Good camera for beginners..
1067,3,  Good for beginners
1068,5,"  Nice Camara for new beginners, battery life and changing also good."
1069,5,  Nice camera for beginners
1070,5,"  Very good entry level DSLR for beginners,, Enjoying photography with the camera ,,"
1071,4,  External flash for normal camera is not working in canon 1500d
1072,5,  A very good camera to start with.
1073,4,  good camera for beginers
1074,5,  Lovely
1075,5,  Good for beginners
1076,1,  Flash light missing
1077,4,  Very nice camera picture quality is very good easy to use and body is very handi nice video recording.
1078,4,  Picture quality is awesome..
1079,5,  Ok
1080,5,  Awesome
1081,5,  Quality product thanks amazon
1082,3,  Good but not satisfactory
1083,5,  Excellent
1084,5,  This is awesome camera for beginner
1085,5,  It has a good picture quality and is very good for beginners.
1086,5,  Awesome product
1087,4,"  Just assom for. The beginners , happy with this camera"
1088,4,  Better than EOS 1300D
1089,4,  Good for beginners
1090,3,  Overall good performance
1091,5,  Good for beginners only
1092,5,  This is the perfect camera for beginners must buy this if u are new or searching for a dslr under 30k
1093,5,  Supar
1094,5,  Perfect Deal awesome product 😍😍😍😍😍 canon lover i love it
1095,3,  Very good camera but didn't received the sd card ☹️
1096,5,  Good For beginners
1097,5,  Picture quality good
1098,4,  Its very good quality camera for beigners
1099,5,  Good and more picture quality
1100,5,  Awesome product
1101,2,  Not good working properly and quality is very low
1102,5,  Better to have touch screen.. because it's hard to toggle through buttons
1103,4,  Its very nice its result also good I just like ...
1104,5,  Very nice Product for beginner
1105,5,"  Good product . Excellent auto focus , good for beginners"
1106,4,  Good
1107,4,  Good
1108,4,  Good camera for Biggnar
1109,5,  nice picture quality
1110,5,  Nice product
1111,5,  At this price point product is best and at all its canon.
1112,4,"  Nice but if you have more budget ,you can go for Nikon D3500"
1113,5,  Good company
1114,5,  Superb
1115,3,  Not as much as expected.
1116,4,  Recommended for DSLR beginners. Worth the price.
1117,5,  Dsrl good
1118,4,  Best for beginners  worth for money  its value
1119,5,  Nice product and value for money...
1120,4,  Awesome camera . Some limitations for blur images. Value for money .
1121,4,  Good
1122,5,  Best one for low budget
1123,4,  Good product but price i get is not ok
1124,5,  Excellent
1125,5,  Nice product
1126,5,  Nice one
1127,5,  Good cam
1128,5,"  If you're on a tight budget, this is a go to DSLR for you."
1129,4,  V.good pro.and marketing
1130,5,  Good for beginners and also for family programs
1131,3,  Nice to video quality and photo graphy kit lens
1132,3,  Auto focusing takes quite some time. Though a good budget purchase.
1133,5,  Best for beginners
1134,5,"  I got this product in 20k, and it’s juz awesome deal by amazon, loved it"
1135,3,  Best
1136,5,  really good product for beginners
1137,5,  👍
1138,4,  Nice product for first time DSLR users...
1139,5,  Osam product and the pics are really fabulous go for it.
1140,4,  Good camera for beginners
1141,1,  Ok
1142,5,  Best dslr for beginners
1143,5,  Well and good at this price
1144,4,  It is very good DSLR auto focus quality of picture is very clear.
1145,4,  Nice one for beginners
1146,4,  Very good quality product
1147,4,  The camera is totally outstanding for beginners with reasonable price.
1148,3,  Good camera for beginners.
1149,5,  Nice Camera
1150,5,  Best in class
1151,5,  It is an amazing camera for beginners !!
1152,5,  Excellent product ..... nice click to picture
1153,5,  Good one for beginnersAuto focus and picture quality is good
1154,5,  Super quality by canon I purchased 1500d on 19000 and free focal earphones
1155,5,  Amazing DSLR for entry level
1156,5,"  Super product, for good price,I can easily recommend this to all"
1157,5,  Plastic quality low
1158,5,  None can beat it at it's range .... Value for money ... I am So happy with my purchase..♥️
1159,5,  Better experience for beginners 😍
1160,5,  Very nice camera and user friendly and good quality pictures
1161,5,  Awesome Camera...This camera cannon 1500d is best form the beginners....
1162,4,  Turely this camera is awesome and thanks to amazon
1163,1,  I thing don't buys this 📷
1164,5,  Excellent....!!! Very good camera for beginners...
1165,4,  Only disadvantage is its battery. You need to carry an extra one always.
1166,5,  Product is as expected..auto focus is awesome and picture quality is lit👌👌
1167,1,  Incompatible. Not useful.
1168,5,  Super product...
1169,5,  This product is very good ! Picture quality is too good.
1170,4,  It's a very nice DSLR for beginners ❤️
1171,5,  Nice choice if you buied 💯
1172,5,  Good quality
1173,5,  Nice camera
1174,5,  Awesome product
1175,5,  Nice camera under this price range
1176,5,  auto focus points very helpful for beginners.quality is also very good.
1177,5,  Greate camera for bigginers
1178,5,  No reason
1179,4,  Good buy for beginners at a decent price
1180,5,  Good product and it will surely meet the expectations
1181,4,  This camera perfect for beginners photographers.
1182,5,  Great  experience
1183,5,  Good quality images
1184,1,  Very bad products... Money loss.
1185,5,  one of the best dslr
1186,4,  Did not get connecting cables. Camera to Laptop etc.
1187,4,  Overall Good
1188,5,  Awesome
1189,5,  good product
1190,5,  very friendly to use product
1191,5,  Fine
1192,5,  Best photos quality
1193,5,  Auto focus capacity very good and picture quality also good
1194,5,"  Awesome camera better then 1300d , go for it guys and equal to 200d also ❤ 🔥"
1195,3,
1196,5,  Good product
1197,5,  Good
1198,4,  Good for beginners
1199,5,  Excellent composited other cameras in this range
1200,5,  Nice camera with great quality.
1201,5,  Nice for bigineers
1202,5,  Best quality
1203,4,  For personal use its good......easy to operate
1204,5,  Good prodict
1205,5,  THIS IS A BRILLIANT PURCHASE....FOR BEGINNERS...MUST BUY.....IT....
1206,4,  Mast
1207,4,  Great for Beginners
1208,5,  Beautiful mCn for beginners 📍
1209,5,  Really like it
1210,5,  I liked the product very much. Please let me know it's accessory to securely handle my cam.
1211,5,  Good
1212,5,  Liked it very much. Very good for beginners.
1213,5,  For bigginer like me best entry level Dslr
1214,5,  I'm not getting bill
1215,5,  Worth for money
1216,5,  wonderfull camera. absolutely loved it.
1217,1,  Worst
1218,5,  Good
1219,2,  I like this camera but I am very unsatisfied on this product.. amazon..
1220,5,  Paisa usul...
1221,3,  Xxc
1222,5,"  If you r beginners, blindly go for it...."
1223,5,  Nice
1224,4,  I think the best camara for the beginners
1225,1,  Cary case नहीं mila
1226,5,  best cemara for beginner
1227,3,"  Good for beginners, little above average picture quality"
1228,4,  Good Quality
1229,4,  nice product
1230,4,  Zooming could be  better than what  it offer
1231,4,  Focus is little bit noisy. Overall it is good
1232,5,  I like the Auto focus
1233,5,  Excellent for beginner
1234,5,  Good product
1235,5,"  It's amazing, love ❤😘 it❤all are perfect 👍"
1236,4,  Excellent camera for beginners.
1237,5,  Got it in 21k
1238,4,  Best beginners auto focus good.. picture quality medium.. best camera..
1239,4,  Good camera
1240,5,  Good
1241,5,  Good for the beginners who like to learn photography.👌
1242,4,  Nice but Canon should provide with movable screen.
1243,5,  Overall its good
1244,1,  Not good
1245,4,  good
1246,5,  Dlsr under budget camera ......
1247,2,  It's Not For Video Sooting
1248,5,  very much satisfied.
1249,5,  Best DSLR for beginners. Must buy.
1250,5,  Good for beginners
1251,5,  Good
1252,4,  Very useful for beginners
1253,5,  Product is very good. I am fully satisfied.
1254,5,  Good
1255,5,  It good for bigner
1256,1,  I got a damaged one
1257,1,  No comments
1258,5,  Nice one ....
1259,5,  Perfect for beginners
1260,4,  Good one for beginners.
1261,4,  Good Product
1262,4,  Gud for beginners
1263,5,  Excellent camera at this price range.....
1264,5,  It's good
1265,4,  Good for beginners
1266,5,  Best to learning photography.
1267,4,  Ok
1268,4,  Affordable and easy to use.
1269,5,  Really very good for beginners..
1270,5,  camera quality is good but the camera bag is not good in one week bag are sticked out.
1271,5,  Very useful and easy to learn for beginners
1272,4,  good
1273,5,  Auto focus
1274,1,  Picture quality is very bad
1275,4,  Best beginner camera
1276,5,  It is highly helpfull for beginners
1277,4,  For Begineers it is best.
1278,3,"  It’s for beginners, but picture quality is okay."
1279,5,  Good
1280,5,  Perfect for beginners. I like it very much
1281,4,  best camera for beginnres
1282,4,  photography very good.....
1283,5,  This product is Good ... Good ... Good..
1284,4,  Nice product I like very much
1285,5,  Good camera.....
1286,5,  Best in budget
1287,5,  Product is very good it's good for low light photography
1288,4,  I need Data Cable ASAP
1289,5,  Law cost best products suggest to purchase
1290,1,  No earphone received
1291,5,  Good camera
1292,5,"  Good product, nice packing, good delivery,"
1293,5,  Good camera for beginners.
1294,3,  Great product at this price range
1295,5,  Best photographic experience
1296,5,  Paisa Vasul
1297,5,  Very good excellent quality
1298,5,"  Great value for money, use tele lens for portrait. U"
1299,4,  Good picture quality
1300,1,  BBetter problems
1301,5,  best for beginners
1302,5,  Its so goood  auto focus
1303,5,  Best choice for beginners...Its available @ cheap price compared to MPR in the market...
1304,4,  Gud camera for beginners
1305,5,  Best for all
1306,4,  Camera is good
1307,5,  That cemara flash not connecting
1308,5,  Excellent for beginners and quality for price
